text,source,suspect_score,signals,label,note,llm_label,llm_reason
"ไปซื้อของที่บิ๊กซี แวะฝากท้องมื้อเที่ยงที่ร้านยาโยอิที่ชั้น 2 (ร้านอยู่ตรงกลางระหว่าง MK และ KFC) ตอนนี้ที่ร้านมีเมนูใหม่คือเมนูนาเบะมีให้เลือก 4 รสชาติ เราไปกัน 3 คนสั่งนาเบะกันหมด ใครใช้ Dtac กดรับสิทธิ์ส่วนลดสำหรับเมนูนาเบะได้ส่วนลดเครื่องละ 20 บ. จริงๆใช้ดีแทคกันหมดนะ แต่แม่ลืมเอาโทรศัพท์มาเลยได้ลดแค่ 2 เมนู
- ทันทันนาเบะ 199 บ. หม้อไฟรสหวานเผ็ด ใส่เนื้อหมู , เห็ดออรินจิ , ยอดผักกาด , ต้นหอมญี่ปุ่น
- ชิเกะนาเบะ 179 บ. น้ำซุปรสเผ็ดสไตล์ญี่ปุ่น ใส่เนื้อหมู , เต้าหู้ญี่ปุ่น , ไข่ออนเซ็น , เห็ดชิเมจิ , ยอดผักกาด
- กิมจินาเบะ 159 บ.หม้อไฟใส่หมู , เต้าหู้ญี่ปุ่น , ไข่ไก่ และผักกวางตุ้ง 
ทุกเมนูเสิร์ฟพร้อมข้าว , สลัด , ซุปมิโสะ รสชาติน้ำซุปคล้าย ๆ กัน ทันทันจะเค็มหน่อย รองลงมาก็ชิเกะ ส่วนกิมจิซุปจะมีรสอมเปรี้ยวเล็ก ๆ อร่อยดี
- เครื่องดื่มสั่งชาเขียวเย็น 27 บ. รีฟิลล์ตลอด

ตอนนี้กินครบ 500 ได้คูปองชิงโชคด้วย พิเศษถ้าจ่ายด้วยบัตรเครดิตธนาคารกรุงศรีจะได้ลุ้นไปเที่ยวญี่ปุ่นด้วย แต่เราไม่มีก็อดไปชิงโชคแบบปกติก็พอ 
มื้อนี้ 578 บ.เน็ตไม่มี++ (ส่วนลดจากดีแทค 40 บ.) สำหรับเราร้านนี้เป็นร้านอาหารญี่ปุ่นแบบกลาง ๆ ราคาไม่แพง เมนูมีให้เลือกเยอะ ฝากท้องได้สบายกระเป๋าดีค่ะ",wongnai,4,ชม:ดี; ชม+แย่:รอ,,,0,รีวิวตามจริงไม่มีประชด
"ร้านอยู่ที่โลตัสตรงซอยที่เดินจากฝั่งตรงข้ามวัดเล่งเน่ยยี่ไปเยาวราช อยู่ประตูทางเข้าโลตัสเลย

ร้านเล็กๆมีขายเกาเหลาตือฮวนกับขาหมู
เกาเหลาชามละ50บาท น้ำซุปตือฮวนรสชาดดีมากหอมพริกไทยได้ ผักดองก็อร่อย เสียว่าไส้หมูล้างไม่สะอาดเหม็นสาบมาก ส่วนอย่างอื่นกินได้

ใครมากินก็ต้องวัดดวงเอาว่าวันนั้นจะเหม็นรึป่าว

ปล. ข้าวเปล่า 10บาท
มีที่นั่งกินนะ",wongnai,4,ชม:ดี; ชม+แย่:เสีย,,,0,มีทั้งข้อดีข้อเสียตามจริง
แวะมาร้านนี้ไม่ผิดหวังจริงๆครับ ทั้งเรื่องบรรยากาศร้าน ที่ออกจะหรูหรา และดูดีมากที่สุดในสุราษฏร์ธานีก็ว่าได้ วันก่อนแวะไปเจอรุ่นพี่อยากพามาชิมสเต็กไก่่ที่สุดจะอร่อย เมื่อรอบที่แล้วมาชิม มันสุดยอดมาก ๆจริงๆ ครับ ใครที่ยังไม่เคยมาลิ้มลอง แนะนำ ส่วนราคาอาจจะสูงไปสักหน่อย แต่หากว่าได้เทียบ หรือว่าได้ชิมรสชาติอาหารที่ออกมาแล้ว รับรองว่าคุณคงไม่คิดเสียดายเงินค่าอาหารมื้อนั้นเป็นแน่ครับ,wongnai,4,"ชม:ดี,สุดยอด,ที่สุด; ชม+แย่:รอ,เสีย,ผิด",,,0,ชมจริงใจไม่มีเหน็บ
"อาหารทะเล ก็ต้องปูผัดผงกระหรี่ 
ต้องยกนิ้วให้ที่นี่สามย่านซีฟู้ด 

ตั้งแต่เดินเข้าร้านเค้าก็เอาปูดำตัวใหญ่ๆ มาโชว์ในตู้กระจก ยั่วน้ำลาย บางวันก็ตัวใหญ่เวอร์ 

มีหลายเมนูที่ติดใจ ทั้งหูฉลาม กุ้งคั่วเกลือ และของหวานพลาดไม่ได้ เผือกหิมะ",wongnai,0,,,,0,ชมเมนูหลากหลายและมีคุณภาพดี
"เป็นความสับสนมาก สำหรับร้านที่ชื่อรสดีเด็ดนี่ เพราะรีวิวแรกที่เขียนถึงร้านชื่อนี้ คือร้านรสดีเด็ด ที่ขายก๋วยเตี๋ยวเนื้อที่บริเวณจุฬาซอย 9 แถวสามย่าน ที่มีชื่อเหมือนกับร้านเก่าแต่ในสยามสแควร์ ซึ่งทั้งสองร้านน่าจะมีความเกี่ยวข้องกัน และในข้อมูลของแอปวงในนี้ก็จับมาเป็นร้านเดียวกันซะอีก ทั้งที่เป็นคนละร้านกัน แต่ขายของประเภทเดียวกัน และตั้งอยู่ในทำเลไม่ห่างกันนัก
แต่อย่างไรก็ตามร้านรสดีเด็ดแห่งสยามสแควร์ก็คงจะเป็นร้านที่เก่าแก่กว่ามาก เพราะเราได้รู้จักมานานมากแล้ว เป็นร้านที่มีเมนูไม่มาเลย ได้แก่ ก๋วยเตี๋ยวเนื้อและหมู (ร้านนี้ขายมีเฉพาะเส้นหมี่และเส้นใหญ่เท่านั้น ส่วนหมูจะมีแต่ลูกชิ้นหมูเท่านั้น) และข้าวราดแกง ซึ่งเขาจะทำกับข้าวไม่มากอย่าง แต่ที่ลูกค้าสั่งมากก็เป็นข้าวหน้าไก่ และข้าวสตูเนื้อหรือหมู ที่ถือว่าเป็น signature ของร้านนี้เลย ก็คงจะเป็นก๋วยเตี๋ยวเนื้อรวม ที่เขาปรุงน้ำซุปได้อร่อยสุดยอด กับเนื้อสดที่ไม่สุกจนเกินไปและเนื้อเปื่อยที่เปื่อยสุดๆ ซึ่งแม้จะปริมาณน้อยกว่าที่อื่น แต่ก็ถือว่าคุ้มค่าความอร่อยจริงๆ ส่วนเรื่องการบริการและความสะอาดของร้านก็อยู่ในเกณฑ์ที่ดี แม้ลูกค้าจะค่อนข้างแน่นแต่เขาก็ไม่แสดงอาการไล่ลูกค้า ซึ่งถ้าใครมาทานที่นี่ก็จะรับทราบกัน ว่าต้องรีบกินรีบไป โดยเฉพาะเวลามื้อเที่ยง",wongnai,4,"ชม:ดี,สุดยอด,สุดๆ; ชม+แย่:นาน,ไม่มา",,,0,รีวิวยาวที่มีทั้งข้อดีข้อเสียตามจริง
"มีโอกาสมาลองทาน Vanilla Garden เอกมัย ซอย 12 จากข้อมูลที่ทราบมาว่าช่วงนี้ทางร้านมีจัดโปรฯ แรง รายละเอียดตามนี้ครับ

<ซื้อ 1 แถม 1 อาหาร เครื่องดื่ม และขนมหวาน ในหมวดหมู่เดียวกันทุกเมนูยกเว้นเครื่องดื่มแอลกอฮอล์ ตั้งแต่ 16:00-19:00 เช่น ถ้าเราสั่งสปาเก็ตตี้ก็จะได้สปาเก็ตตี้อีกจาน หรือสั่งเค้กก็จะได้เค้กอีกชิ้น แต่ไม่จำเป็นว่าต้องเป็นแบบเดียวกัน (คิดเงินอันที่แพงกว่า) โดยโปรฯ จัดถึง 31 มกราคม นี้ครับ>

เลิกงานก็รีบบึ่งมาทันทีครับ (เดี๋ยวไม่ทัน 55) ตัวร้านเป็นเหมือนบ้านที่นำมาตกแต่งเป็นคาเฟ่กึ่งร้านอาหารท่ามกลางบรรยากาศสวน รายรอบไปด้วยต้นไม้รอบนอก รวมไปถึงน้ำพุอันเป็นเอกลักษณ์ สำหรับตัวที่นั่งจะถูกจัดวางอย่างเหมาะสมอยู่ตามมุมต่างๆ ของบ้านที่บางที่ก็ให้ความรู้สึกเหมือนอยู่ในห้องรับแขก ในขณะที่บางที่ก็รู้สึกเหมือนอยู่ในห้องอ่านหนังสือ โดยการตกแต่งจะเป็นสไตล์ญี่ปุ่นครับ ทั้งโต๊ะ ฉากกั้น และของประดับตกแต่งต่างๆ ซึ่งก็ยังออกเป็นโมเดิร์นนิดๆ ด้วย

มาเรื่องอาหาร ที่นี่มีครบครับ ทั้งหนัก เบา ขนม เครื่องดื่ม โดยเป็นแนวญี่ปุ่นซะส่วนใหญ่ มีฟิวชั่นบ้าง มีอิตาเลียนบ้าง มาดูที่สั่งไปกันครับมีอะไรบ้าง

:สปาเก็ตตี้
-คาโบนาร่า ชีสเข้มข้น หอม มัน เบค่อนให้มาเป็นชิ้นหนาๆ อร่อยครับจานนี้
-ขาหมูกรอบ ขาหมูทอดกรอบนำไปผัดกับเส้นสปาเก็ตตี้และพริกเพื่อลดความเลี่ยน จานนี้จืดไปนิดครับ และออกมันๆ จากน้ำมันพริก แต่ก็ใช้ได้ครับ

:เครป
-คาราเมลกล้วยหอม เนื้อเครปนุ่ม เหนียวกำลังดีครับ กล้วยอยู่ด้านในตัวเครป ท้อปปิ้งหน้าเครปด้วยไอศครีมวานิลลา น้ำตาลไอซ์ซิ่ง คอร์นเฟลค วิปครีม และราดด้วยซอสคาราเมล หวานอร่อยแบบไม่ต้องบรรยาย
-สตอร์เบอรี่ชีสเค้ก เหมือนอย่างแรกครับ แต่เปลี่ยนจากกล้วยเป็นสตอร์เบอรี่ ราดด้วยซอสสตอร์เบอรี่ และมีชีสเค้กท้อปปิ้งมาด้วย อร่อยอีกแล้วครับ ชิ้นนี้ออกเปรี้ยว ไว้เบาบางความหวานของชิ้นแรกลงบ้าง

:เค้ก
-นูเทลล่าเครปเค้ก ใช้ได้ครับชิ้นนี้ มีใส่กล้วยไว้ในเนื้อเค้กด้วย ใครชอบนูเทลล่าน่าจะชอบครับ
-ทอฟฟี่แอปเปิ้ลชีสเค้ก ชิ้นนี้แปลกดีครับ ออกหวานนำ  หอมๆ มีแอปเปิ้ลท้อปหน้าเค้กมาด้วย

:เครื่องดื่ม
-ลิ้นจี่เบอร์รี่โซดา + แอปเปิ้ลเลมอนเนดโซดา อร่อยสดชื่นด้วยกันทั้งคู่ครับ

คุ้มมากครับมื้อนี้ อร่อยทุกอย่างที่สั่งมา แม้เค้กจะออกธรรมดาไปนิด ตัวร้านบรรยากาศดีมาก เหมาะที่จะมานั่งสบายๆ ได้ทุกโอกาสจริงๆ ครับ",wongnai,4,ชม:ดี; ชม+แย่:รอ,,,0,ชมจริงใจและรีวิวทั้งข้อดีข้อเสียตามจริง
"ซุ้ม 2 ถือเป็นร้านหมูจุ่มและหมูกระทะที่ดังมากร้านหนึ่งในเชียงใหม่ เพราะมีเกือบ 10 สาขาได้ สาขาที่เราชอบทานอยู่เส้นคันคลอง ก่อนถึงประเสริฐแลนด์ เลี้ยวตรงซอยข้างภูสรวงได้เลยค่ะ 

ที่นี่ไม่ได้เป็นแบบบุฟเฟย์ เป็นแบบสั่งค่ะ 
พวกเนื้อ และของปิ้ง ราคา 19 บาท
ข้าวและผัก 10-5 บาท

ทำไมถึงมากินสาขานี้???

*** โดยส่วนตัวชอบที่นี่ที่สุดเพราะ น้ำซุปอร่อย หวานมากกกก เตาที่ใช้เป็นเตาถ่าน หอมๆ ส่วนน้ำจิ้มอร่อยสุดๆ ทั้งสีชมพูและเขียว ถ้าเทียบกับสาขาอื่นที่เคยทานรสชาติจะแกว่ง เปรี้วยไป เค็มไป เจ้านี้เหมือนต้นตำรับที่อยู่หน้าวัฒโนที่สุด (สาเหตุที่ไม่ไปทานสาขาต้นตำรับเพราะหาที่จอดรถยาก และเตาที่ใช้ไม่ใช่เตาถ่านค่ะ)

เราไปทาน 2 คน ขนาดกินไม่อั้น จ่ายทีไรไม่เคยถึง 500 บาทสักครั้งค่ะ ไปทีไรตกแค่ 300-350 บาท หารกันมาไม่ถึงคนละ 200 ค่ะ

รสชาติ 5/5
บรรยากาศ 3/5
ราคา 4/5

ความชอบโดยรวม 4.15/5 ❤️",wongnai,5,"ชม:สุดๆ,ที่สุด; ยืดอักษร; ชม+แย่:ไม่ได้",,,0,รีวิวยาวที่มีทั้งข้อดีข้อเสียตามจริง
"ร้านสเต๊กรถไฟ. santa fe' รสดี ราคาประหยัด วันนี้ขอรีวิวสาขาเซ็นทรัล ปิ่นเกล้า นะคะ ร้านอยู่ชั้น5 ริมสุดเลยค่ะ

มีชุด set ให้เลือก คุ้มมากค่ะ สเต๊ก 2 ชิ้น เสริฟพร้อมซุป สลัด น้ำดื่ม สนนราคาประมาณ 199-250 โดยสลัดมีให้เลือก5 แบบ ซุปมี 3 แบบ และ น้ำดื่มอีก 5-6 แบบ 

หรือรับแบบ a la carte ก้อไม่แพงมาก ลองดูกันค่ะ อร่อยดีมีคุณภาพด้วย",wongnai,1,"ชม:ดี,คุณภาพ",,,0,ชมร้านสเต๊กราคาประหยัดและคุณภาพดี
"ช่วงนี้กำลังรสน้ำหนัก เมนูที่เหมามากเลยคือ เกาเหลา ยิ่งร้านนี้มีผักบุ้งลวกขายต่างหากด้วย(20 บาท) ยิ่งมากินประจำเลยช่วงนี้

ก๋วยเตี๋ยวร้านนี้เป็นลูกชิ้นแคระ เหนียวหนึบหนับกับเต้าหู้อร่อยดี ส่วนลูกชิ้นปลาธรรมดาเฉยๆมาก

เมนูดัง 5 ดาวของร้านนี้จริงคือ ไอศครีมกะทิ เจริญพร ซึ่งของรีวิวแยกเป็นอีกร้านนึงไปเลยละกัน เห็นมีตั้งร้านในวงในแยกไว้อยู่แล้ว

ส่วนก๋วยเตี๋ยวเฉยๆ 3 ดาวพอ",wongnai,1,ชม:ดี,,,0,รีวิวยาวทั้งข้อดีข้อเสียตามจริง
ร้านอร่อยผ่านบางพลี ขายดีมากรอโต๊ะเหมือนเล่นเก้าอี้ดนตรี อาหารปานกลางอร่อยกลางๆ ราคากลางๆ มีที่จอดรถ หิวมากค่ะรอโต๊ะนานเลยถ่ายรูปอาหารไม่ครบ ผ่านมาแถวนี้แวะได้นะคะ แนะนำอย่ามาเวลาอาหารเย็นคนเยอะมาก ไข่ตุ๋นแปลกดีมีใส่ไข่เค็มกับไข่เยี่ยวม้าด้วย,wongnai,4,"ชม:ดี; ชม+แย่:รอ,นาน",,,0,รีวิวตามจริงมีทั้งข้อดีข้อเสีย
ตื่นเต้วตื่นเต้น มาคนเดียวเปลี่ยวใจ กินลีโอย้อมใจ โอ้ว่าโอว่าอกเอยโอ้พระรามแพ้รัก ~ อุ๋งๆ หัวใจเต้นติ๊กๆ,wisesight,1,ชม:ดี,,,X,ต้องใช้บริบทนอกข้อความ
นิสสันมารชราคา?,wisesight,0,,,,X,ข้อความไม่ชัดเจนพอ
"ร้านอาหารเก่าแก่ย่านสยาม ราคาไม่แพงแต่อร่อยและมีคุณภาพ ใครมาคนเดียวก็มีอาหารจานเดียวขายนะ ข้าวผัดอาม่าอร่อยดีอิอิ หรือใครมาเป็นกลุ่มก็มีเป็นกับข้าวเช่นกัน
แต่อาหารอาจได้ช้านิดนึงถ้าคนเยอะแต่ไม่นานเกินรอ ใครมาแถวนี้บ่อยๆหรือมาเที่ยวแถวนี้อยากให้ได้ลองกันครับ",wongnai,4,"ชม:ดี,คุณภาพ; ชม+แย่:รอ,นาน,ช้า",,,0,ชมจริงใจ มีตำหนิตรงไปตรงมา
"โรตี กู ร้านโรตีบรรยากาศกึ่งผับ ร้านสวย จอดรถสะดวก คนเยอะมาก ก็แค่เยอะแบบเต็มทุกโต๊ะ???? 
 
ราคาสูงกว่าราคาโรตีทั่วไปนิดหน่อย ไม่ถูกแต่ก็ไม่แพงมาก สมราคาค่าสถานที่และการบริการ รอบนี้เจอโรตีนานมาก เหมือนที่อีกคนรีวิว 

-ชาชัก 45 ฿ ชอบนะ ไม่หวานดี แก้วใหญ่จัดว่าไม่แพงสำหรับร้านแนวนี้เมื่อเทียบกับร้านที่ทำและแต่งร้านแบบนี้

-นมชมพู เฉยๆ 555555

-โรตีไข่ 39฿ อืมมม ก็โรตีไข่ ก็ ok .

-โรตีฝอยทอง 45฿ คือ โรตี ดีๆ เค็มๆหวานๆ มีนมแยกมาให้อีกด้วย

-โรตีทิชชู่ 49฿ กรอบๆ บางๆ .. ทิชชู่บ้านไม่เรียบๆขนาดนี้นะ ???????????? คือ อันนี้ก็กรอบดีนะ แต่อมมัน กินไป2 ชิ้นจะรู้สึกเลี่ยน .. 

**เป็นความคิดเห็นตามความชอบส่วนบุคคล รสนิยม ประสบการณ์ ทิฐิ และจริต นะจ๊ะ จ่ายเงินกินเองเราก็วิจารณ์และติชมตามจริงที่ได้รับมาดีก็ว่าไปตามดี แย่ก็ว่าไปตามนั้น อยากเห็นคำติชมเป็นการแก้ไข ปรับปรุง เพื่อให้ดีขึ้นไปมากกว่าการโกรธเกลียดสาปแช่งเรา☺️",wongnai,6,"ชม:ดี; 555; ยืดอักษร; ชม+แย่:รอ,นาน,แย่",,,0,มีทั้งบวกและลบตามจริง
อาหารคำใหญ่เราชอบแต่จะบอกว่าจานปลาไหลที่เราสั่งปลาไหลเนื้อบางมากกก เรากะจะให้3ดาวด้วยซื้อเพราะติดลบตรง Foie gras กัดแล้วไม่มันส์เลยสีซี๊ดดดมากไมืมีความกรอบนอกแตกในเหมือนที่อื่น แต่โชคดีที่เราชอบโรลชีสสส อยากลงรูปให้แต่เราไปถ่ายเป็นวิดีโอแล้วไม่ได้ถ่ายเป็นรูป สรุป! คือทานเสดแล้วเพิ่งนึกได้ 5555,wongnai,6,"ชม:ดี; 555; ยืดอักษร; ชม+แย่:รอ,ไม่ได้",,,0,รีวิวข้อดีข้อเสียตามจริง
แต่ละเมนู​น่าโดนมากๆๆๆ😋😋😋😋,wisesight,1,ยืดอักษร,,,0,ชมจริงใจ อาหารดูดี
"ร้านสุขี เป็นร้านสุกี้ชาบูสไตล์ญี่ปุ่นที่เพิ่งเปิดใหม่ที่ ละแวก u centre  ร้านอาหารมีการตกแต่งบรรยากาศดูง่ายๆ สบายๆ 

ในส่วนของอาหารนั้นเป็นแบบบุฟเฟ่ต์ มี 2 ราคา คือ 299 กับ 349 ต่างกันตรงที่ 349 จะมีกุ้งกับปลา และน้ำอัดลมมาเพิ่ม

ในความรู้สึกส่วนตัว ชอบน้ำซุปสีดำมากกว่า เพราะน้ำซุปสีขาว จืดมาก ในส่วนของเนื้อ มีจำนวนน้อยอย่างเมื่อเปรียบเทียบกับร้านอื่นๆ แต่รวมๆรสชาติพอใช้ได้ ่",wongnai,1,ยืดอักษร,,,0,วิจารณ์ตรงๆไม่มีเสแสร้งชม
อาหารเป็นตามสั่งทั่วไปค่ะ แต่อร่อยมาก คิวยาวตลอด ถ้าหิวๆไปนี่มีหงุดหงิด ต้องสั่งแต่เนิ่นๆ คนขายเฟรนลี่ดีค่ะ ปกติสั่งผัดกุ้ยช่ายขาวเต้าหู้ไข่ สารพัดกระเพรา หมูทอดกระเทียม หอยลายพริกเผา ผัดพริกแกงหมู ข้าวต้มปลา,wongnai,1,ชม:ดี,,,0,รีวิวยาวมีทั้งข้อดีข้อเสียตามจริง
"บิ๊กซีรัชดานี้ มีเอ็มเคสองชั้นแล้วนะคะ
มีชั้นล่าง กับชั้นบน วันนี่เรามากินชั้นล่าง
สั่งเป็ดจานเล็ก เราว่าเป็ดเนื้อเละไงไม่รู้ไม่ค่อยโอเลย
แล้วก้สั่ง หมูนุ่ม หมูสไลด์ เกี๊ยวกุ้ง
แต่เราชอบติ่มซำมากเลย ฮะเก๋า ขนมจีบปู
ซี่โครงหมูอร่อยดีค่ะแนะนำ พนักงานคอยเติมซุป น้ำชาตลอดด้วย มื้อนื้หมดไป600ค่ะ",wongnai,1,ชม:ดี,,,0,รีวิวยาวตามจริง มีทั้งข้อดีข้อเสีย
ร้านไอติมเพลินใจอยู่ตรงข้ามโคลีเซียมนี่เอง ไอติมกะทิรสชาติดีมากๆ ถึงรสกะทิสะใจ ส่วนตัวชอบทานไอติมกะทิมากๆ ร้านนี้ดีมีท้อปปิ้งหลายอย่าง เม็ดบัว ลูกชิด ถั่วดำ บลาๆๆ แต่ที่เด็ดสุดก็คือ ไข่เเข็ง ไข่ไม่คาว อร่อยมากๆ ราคาก็ตั้งแต่ 20-40 บาท. เราไปทีสั่งพิเศษ 40.- กินคนเดียว 2 ถ้วย ฟินไปเล้ยยยยยยย ????,wongnai,2,"ชม:ดี,ฟิน; ยืดอักษร",,,0,ชมไอติมจริงใจไม่มีเหน็บแนม
Mazda ออกมาปฏิเสธข่าวลือว่าไม่มีแผนที่จะควบรวมกิจการร่วมกับ Toyota,wisesight,0,,,,0,เป็นข่าวการปฏิเสธ ไม่มีเจตนาประชด
"วันนี้กะจะมากินร้านข้าวต้มแถวบางเขน พอขับรถหาที่จอดรถ จอดผิดร้าน ดันมาจอดร้านทิพวรรณแหนมเนืองแทน เลยได้กินแหนมเนือง เปาะเปี้ยทอด ก๋วยเตี๋ยวญวน ฯลฯ นอกจากนี้ร้่านนี้ก็ยังมีขายอาหารแบบอีสาน จำพวก ส้มตำ , ไก่ย่าง  ,น้ำตก ฯลฯ",wongnai,0,,,,0,เล่าเหตุการณ์ตามจริง ไม่ได้ประชด
"ร้านนี้อยู่ใกล้บ้านมาก เพิ่งเปิดได้ไม่นานเลยมาลองดู ร้านอยู่ถนนสุขาภิบาล 2 แถว รพ.สิรินธร จุดเด่นอยู่ที่ครกยักษ์ตั้งอยู่หน้าร้านเด่นเป็นสง่า บรรยากาศแบบบ้านๆ ลูกทุ่ง แต่ลมดีไม่ร้อนอาหารเน้นไปทางอาหารอีสาน แต่มีอาหารไทยและอาหารจานเดียวด้วย 

ส้มตำราคาตั้งแต่ 50 ขึ้นไป วันนี้สั่งตำปู ตำแตง ตำมะม่วงปลากรอบ (50 ทุกจาน) รสชาติออกเปรี้ยวนำ ปูเค็มเค็มไป แต่โดยรวมรสชาติพอกินได้

น้ำตกหมู (70) อร่อยแต่เปรี้ยวนำไปเช่นกัน

ปลานิลเผาเกลือ ตัวเล็ก (120) ปลาสดหวานไม่คาว น้ำจิ้มก็อร่อย

ไก่ย่าง (70) เป็นส่วนน่องติดสะโพก 1 ชิ้น หอมสมุนไพร แต่ย่างมาไม่ค่อยแห้ง

ข้าวเหนียวก็เสริฟอุ่นๆ ดีนุ่มอร่อย

สรุปโดยรวมรสชาติพอทานได้ แต่ออกเปรี้ยวนำไปทุกจาน ถ้าลดลงจะ ""นัว"" ตามชื่อร้านมากกว่านี้",wongnai,5,"ชม:ดี; ยืดอักษร; ชม+แย่:รอ,นาน",,,0,รีวิวยาวมีชมและติตามจริง
ร้านสวยครับ บรรยากาศดี ยุงชุมไปหน่อยแต่ทางร้านก้อจัดยามา3 ขด ควันฉุยเลย วันนี้สั่งอาหารมาทานตามคำแนะนำของน้องๆเลยทีเดียว อาหารอร่อยดีครับ รสชาดถูกปาก แต่วันนี้มีเรื่องที่ไม่ถูกใจ ก้อตรงที่เรามาถึงร้านตอน 1 ทุ่ม สั่งอาหารเสร็จจบทุกอย่างตอน ทุ่ม15 ผ่านไป 45 นาที เรายังไม่ได้อาหารเลยแม้แต่จานเดียว เราให้ได้เสริฟไปตาม 3 ครั้ง น้องบอกตามให้แล้วค่ะ 45 นาทีสำหรับคนหิวมันทรมานนะ เดินไปที่หน้าห้องครัว เจอคุนป้าใจดี เลยเหวี่ยงให้กับคุนป้าไป คำตอบที่ได้คือ อีคนอ่านบิลไม่ได้อ่านเอาออเดอร์เราเก็บลง ผลคือนั่งรอแบบไม่มีการทำอาหาร พอคุนป้าใจดีทราบเรื่องเหมือนเนรมิต ทุกอย่างครบใน 10 นาที (กับข้าวที่สั่ง10 อย่าง) จากนั้นได้รับการดูแลอย่างเทพธิดา แต่เด็กเสริฟ3 ตัวนั้นหายเรียบ 555 อร่อยดีครับ แต่อย่าไว้ใจใครนะถ้าช้าเกิน 20 นาทีควรตามอาหารมาให้จงได้ อยากให้ดาวเยอะกว่านี้นะแต่เสียความรู้สึกค่ะ,wongnai,6,"ชม:ดี,เทพ; 555; ยืดอักษร; ชม+แย่:รอ,ช้า,เสีย",,,0,ตำหนิตรงๆไม่มีเสแสร้งชม
"ขับรถเข้ามาตัวเมืองสุราษฎร์บ่ายโมงกว่าๆแล้วยังไม่ได้ทานข้าวเที่ยงเลย ตั้งใจแวะมาร้านนี้เพราะคราวก่อนมาแล้วไม่มีโอกาสได้ลองชิมอาหาร ภายในตกแต่งเรียบหรู ดูดี พนักงานบริการดี เมนูอาหารหลากหลาย ทั้งอาหารคาวหวาน เมนูที่สั่ง
- ข้าวผัดกระเทียมแซลมอนย่าง ข้าวผัดกระเทียมรสดีไม่มันมาก เนื้อปลาแซลมอนย่างไม่กระด้าง เนื้อนุ่ม อร่อย มีซุปมิโซะ มาให้ซดร้อนๆ
- ราดหน้าหมูนุ่ม อาหารพื้นๆ แต่ทำได้รสกลมกล่อม เส้นใหญ่ผัดมาได้กลิ่นไหม้กะทะหอมๆ หมูนุ่ม อร่อย",wongnai,4,ชม:ดี; ชม+แย่:ไม่ได้,,,0,รีวิวยาวข้อดีข้อเสียตามจริง
เรามีโอกาสมาทานร้านนี้สาขานี้เป็นครั้งที่2 แล้ว ชอบมากโดยเฉพาะขาหมูรมควันทอด และสปาเก็ตตี้อกเป็ด ร้านนี้บรรยากาศดีอยู่บนชั้น 7 ของ Central World ล่าสุดที่ไปทานมีโปรโมชั่นซีโครงหมูBBQ ลด 50% อยู่ด้วย ร้านนี้เหมาะกับการนัดพบปะสังสรรค์กับเพื่อน หรือจะไปกับครอบครัวก็ได้ค่ะ,wongnai,4,ชม:ดี; ชม+แย่:รอ,,,0,รีวิวเชิงบวก ไม่มีการประชด
ไปกินกับกลุ่มเพื่อนๆครับ เป็นมื้อกลางวันวันธรรมดา คนเยอะพอสมควร แต่อาหารไม่ช้าเท่าไร มีขนมปังกินกับน้ำมันโอลีฟและน้ำส้มสายชูดำ สปาเก็ตตี้น่ากินดี ไก่ทอดดูแข็งๆแห้งๆนะ แต่เรากินปลาหมึกย่าง อร่อยดีแม้มันจะน้อยนิดเหลือเกิน,wongnai,4,"ชม:ดี,ปัง; ชม+แย่:ช้า",,,0,รีวิวยาวที่มีทั้งข้อดีข้อเสีย
"ร้านเป็นตึกแถวสองคูหา ดูจากข้างนอกธรรมดา แต่ข้างในดีไซน์สวยงาม

ไอศครีมมี 40 รสชาด เป็นไอศครีมโฮมเมด มีเมนูหลากหลาย ดูสวยงามทุกเมนู ที่ดูจะคุ้มสุดสำหรับ 3-4 คน คือชุด Fondue ที่ให้เลือกไอศครีม 14 รส (ลูกเล็กๆ) เสิร์ฟมาพร้อมกับแตงโม สตอเบอร์รี่ เวเฟอร์ และ Chocolate dip ราคาอยู่ที่ 260000 ดอง (ประมาณ 390 บาท)",wongnai,2,ชม:ดี; ยืดอักษร,,,0,รีวิวตามจริงชมดีไซน์และเมนู
ยังหาชุดไม่ได้เลย ออเจ้า,wisesight,0,,,,X,ต้องใช้บริบทนอกข้อความ
"ร้านน้องกิ๊ฟ
เปิดบริการอาหารในช่วงกลางวันแล้ว
เป็นพวกเกาเหลาเนื้อต้มหมูตุ๋นต่างๆ
อาหารตามสั่งก็มีค่ะ
รสชาติดีอร่อย
ราคาไม่แพง
ร้านกว้างขวางนั่งสบายไม่ร้อน
มีที่จอดรถสะดวกสบาย
แต่แม่ครัวทำอาหารช้านิดนึง
ปล.แต่เราชอบบัวลอยเผือก รสชาติไม่หวานมาก
ใส่แปะก๊วยกับมะพร้าวอ่อนด้วย",wongnai,4,"ชม:ดี; ชม+แย่:รอ,ช้า",,,0,วิจารณ์ตรงๆมีข้อดีข้อเสีย
